StartDate,LongStock,LongStartPrice,ShortStock,ShortStartPrice,ClosingDate,LongClosingPrice,ShortClosingPrice,Status,GrossProfit,GrossProfitMinusOrderfees,ReturnRate,ReturnRatePA
79,ZION,52.177001953125,PRU,101.3149795532227,112,48.61021041870117,87.14847564697266,Normally closed,35.7334469427582,33.64253785184911,0.03364253785184911,0.2874708329771949
80,ZION,54.02150344848633,PRU,102.5312347412109,112,48.61021041870117,87.14847564697266,Normally closed,24.93036919047341,22.83946009956432,0.02283946009956432,0.1946312199764522
81,ZION,52.64278793334961,PRU,99.22998046875,112,48.61021041870117,87.14847564697266,Normally closed,22.5749540538642,20.48404496295511,0.02048404496295511,0.1791961115098923
115,PRU,84.64899444580078,ZION,49.02295303344727,123,88.57410430908203,47.74718856811523,Normally closed,36.1965315033544,32.1965315033544,0.0321965315033544,1.71341020655344
156,PRU,96.80387878417969,ZION,55.42110061645508,191,87.05718994140625,49.50775909423828,Normally closed,3.006738877884835,0.9014757199900987,0.0009014757199900987,0.006508792090420323
163,PRU,92.27406311035156,ZION,53.31459045410156,191,87.05718994140625,49.50775909423828,Normally closed,7.433228948981885,5.327965791087149,0.005327965791087149,0.04898643877403153
166,PRU,89.67967987060547,ZION,51.98266983032227,191,87.05718994140625,49.50775909423828,Normally closed,9.183724415911731,7.078461258016995,0.007078461258016995,0.07368810362904132
167,PRU,88.94912719726562,ZION,52.0582389831543,191,87.05718994140625,49.50775909423828,Normally closed,13.86146961823131,11.75620646033657,0.01175620646033657,0.1305680561090796
168,PRU,88.87420654296875,ZION,51.99211883544922,191,87.05718994140625,49.50775909423828,Normally closed,13.66928859648504,11.5640254385903,0.0115640254385903,0.1342532509256995
169,PRU,88.20921325683594,ZION,51.63316345214844,191,87.05718994140625,49.50775909423828,Normally closed,14.0517132115377,11.94645005364297,0.01194645005364297,0.1457165215001144
170,PRU,89.70777893066406,ZION,53.22957611083984,191,87.05718994140625,49.50775909423828,Normally closed,20.18658513130385,18.08132197340911,0.01808132197340911,0.2399085017425504
